Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Tony Hawk's Underground 2;PS2;2004.00;Sports;Activision;1.25;0.86;0.01;0.26
Happy Feet;GC;2006.00;Action;Midway Games;0.2;0.05;0;0.01
Pro Yakyuu Team o Tsukurou!;DC;1999.00;Sports;Sega;0;0;0.23;0
Shawn Johnson Gymnastics;Wii;2010.00;Sports;Zoo Games;0.17;0;0;0.01
Dungeon Siege III;PS3;2011.00;Role-Playing;Square Enix;0.17;0.14;0.03;0.06
Spelling Challenges and more!;PSP;2007.00;Misc;Crave Entertainment;0.24;0;0;0.02
Power Shovel;PS;2000.00;Action;JVC;0.03;0.02;0;0
InuYasha: The Secret of the Cursed Mask;PS2;2004.00;Role-Playing;Namco Bandai Games;0.21;0.17;0;0.06
Football Manager 2016;PC;2015.00;Simulation;Sega;0;0.29;0;0.02
Final Fantasy XI: Treasures of Aht Urhgan;PS2;2006.00;Role-Playing;Square Enix;0.06;0.05;0.1;0.02
Chocobo no Fushigi Dungeon for WonderSwan;WS;1999.00;Role-Playing;Namco Bandai Games;0;0;0.18;0
Game & Watch Gallery;GB;1997.00;Misc;Nintendo;0.63;0.25;0.09;0.03
Harry Potter and the Prisoner of Azkaban;GC;2004.00;Action;Electronic Arts;0.29;0.08;0;0.01
Super Robot Taisen OG Saga: Endless Frontier;DS;2008.00;Role-Playing;Namco Bandai Games;0.08;0;0;0.01
Tomb Raider (2013);XOne;2014.00;Action;Square Enix;0.34;0.21;0;0.05
Vitamin X: Detective B6;PSP;2012.00;Adventure;D3Publisher;0;0;0.02;0
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.;3DS;2016.00;Role-Playing;Rocket Company;0;0;0.03;0
The Great Mystery Hidden Object Package 5;PC;2015.00;Adventure;Rondomedia;0;0.03;0;0
SingStar Rocks!;PS2;2006.00;Misc;Sony Computer Entertainment;0;0.84;0;0.25
Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge;DS;2005.00;Misc;505 Games;0.07;0;0;0
Calvin Tucker's Redneck Jamboree;Wii;2008.00;Misc;Zoo Games;0.29;0;0;0.02
Harvest Moon: Hero of Leaf Valley;PSP;2009.00;Simulation;Rising Star Games;0.07;0.02;0.05;0.02
SpongeBob's Atlantis SquarePantis;Wii;2007.00;Action;THQ;0.57;0.01;0;0.04
SCORE International Baja 1000: The Official Game;PS3;2008.00;Racing;Activision;0.07;0;0;0.01
Phantasy Star Online Episode III: C.A.R.D. Revolution;GC;2003.00;Role-Playing;Sega;0.06;0.02;0;0
Hayate no Gotoku! Nightmare Paradise;PSP;2009.00;Adventure;Konami Digital Entertainment;0;0;0.03;0
The Sims;GC;2003.00;Simulation;Electronic Arts;0.35;0.13;0;0.01
Alan Wake;X360;2010.00;Action;Microsoft Game Studios;0.66;0.51;0.05;0.13
Vagrant Story;PS;2000.00;Role-Playing;Crave Entertainment;0.3;0.2;0.3;0.06
BioShock 2;X360;2010.00;Shooter;Take-Two Interactive;1.45;0.55;0.02;0.19
Pro Evolution Soccer 2008 (JP sales);DS;2007.00;Sports;Konami Digital Entertainment;0;0;0.08;0
Ishin no Arashi: Shippuu Ryuumeden;DS;2010.00;Strategy;Tecmo Koei;0;0;0.01;0
Ogre Battle Saga Episode Five: The March of the Black Queen;PS;1996.00;Role-Playing;ArtDink;0.06;0.04;0.09;0.01
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou;DC;2000.00;Sports;Sega;0;0;0.18;0
Agile Warrior F-111X;PS;1995.00;Simulation;Virgin Interactive;0.08;0.05;0;0.01
Prince of Persia: The Sands of Time;XB;2003.00;Action;Ubisoft;0.57;0.33;0;0.04
Tomodachi Life;3DS;2013.00;Simulation;Nintendo;0.96;2.02;1.89;0.28
NFL GameDay '97;PS;1996.00;Sports;Sony Computer Entertainment;0.48;0.33;0;0.06
Ms. Pac-Man;2600;1981.00;Puzzle;Atari;1.54;0.1;0;0.02
Harry Potter and the Chamber of Secrets;XB;2002.00;Action;Electronic Arts;0.27;0.08;0;0.01
Pride FC: Fighting Championships;PS2;2003.00;Fighting;THQ;0.15;0.11;0;0.04
Cartoon Network: Punch Time Explosion;3DS;2011.00;Fighting;Deep Silver;0.07;0.02;0;0.01
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2;PSP;2006.00;Misc;Sega;0;0;0.09;0
Cooking Mama: Cook Off;Wii;2007.00;Simulation;505 Games;1.43;1.13;0.05;0.3
XI Coliseum;PSP;2006.00;Puzzle;Sony Computer Entertainment;0;0;0.01;0
Tsugunai: Atonement;PS2;2001.00;Role-Playing;Sony Computer Entertainment;0.02;0.01;0.02;0
Guilty Gear Dust Strikers;DS;2006.00;Fighting;Majesco Entertainment;0.05;0;0;0
Mafia II;X360;2010.00;Action;Take-Two Interactive;0.84;0.56;0;0.15
NBA Live 06;XB;2005.00;Sports;Electronic Arts;0.57;0.04;0;0.03
Yu-Gi-Oh! Monster Capture GB;GB;2000.00;Role-Playing;Konami Digital Entertainment;0;0;0.14;0
Atelier Rorona: Alchemist of Arland;PSV;2013.00;Role-Playing;Nippon Ichi Software;0;0;0.05;0
Ninja Gaiden 3;WiiU;2012.00;Action;Nintendo;0.15;0.03;0;0.02
Sherlock Holmes: Crimes & Punishments;X360;2014.00;Adventure;Focus Home Interactive;0.03;0.03;0;0.01
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5;PS3;2015.00;Action;Namco Bandai Games;0;0;0.02;0
Jan Sangoku Musou;PS2;2006.00;Misc;Tecmo Koei;0;0;0.01;0
Wave Rally;PS2;2001.00;Racing;Eidos Interactive;0.13;0.1;0;0.03
Britney's Dance Beat;GBA;2002.00;Misc;THQ;0.15;0.06;0;0
Transformers: War for Cybertron -- Decepticons;DS;2010.00;Action;Activision;0.11;0.01;0;0.01
Garfield Gets Real;DS;2009.00;Action;Zushi Games;0;0.02;0;0
Naval Ops: Warship Gunner;PS2;2003.00;Simulation;Tecmo Koei;0.05;0.04;0;0.01
Winning Post 8;PSV;2014.00;Racing;Tecmo Koei;0;0;0.04;0
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon;PS2;2002.00;Role-Playing;Enix Corporation;0;0;0.54;0
Gundam Battle Chronicle;PSP;2007.00;Action;Namco Bandai Games;0;0;0.22;0
Naruto: Ninja Destiny;DS;2006.00;Fighting;Namco Bandai Games;0.02;0.01;0.16;0
Cartoon Network Collection: Game Boy Advance Video Special Edition;GBA;2005.00;Misc;N/A;0.11;0.04;0;0
Pet Alien: An Intergalactic Puzzlepalooza;DS;2007.00;Action;Game Factory;0.03;0;0;0
NBA 2K15;PS4;2014.00;Sports;Take-Two Interactive;1.46;0.54;0.01;0.37
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion;GBA;2003.00;Action;THQ;0.25;0.09;0;0.01
Turbo: Super Stunt Squad;3DS;2013.00;Sports;D3Publisher;0;0.01;0;0
Zoo Quest: Puzzle Fun!;DS;2008.00;Puzzle;JoWood Productions;0.05;0;0;0
Brothers In Arms DS;DS;2007.00;Shooter;Ubisoft;0.03;0;0;0
Winning Post 8 2015;PS3;2015.00;Action;Tecmo Koei;0;0;0.02;0
NCAA March Madness 06;PS2;2005.00;Sports;Electronic Arts;0.45;0.02;0;0.07
Stuart Little 3: Big Photo Adventure;PS2;2005.00;Platform;Sony Computer Entertainment;0.04;0.03;0;0.01
The Grim Adventures of Billy & Mandy;Wii;2006.00;Action;Midway Games;0.04;0;0;0
XCOM 2;XOne;2016.00;Strategy;Take-Two Interactive;0.01;0.01;0;0
Rayman 3: Hoodlum Havoc;XB;2003.00;Platform;Ubisoft;0.06;0.02;0;0
Freekstyle;PS2;2002.00;Racing;Electronic Arts;0.52;0.41;0;0.14
WipeOut 3 The Game;X360;2012.00;Action;Activision;0.2;0;0;0.01
Sesame Street: Cookie's Counting Carnival;PC;2010.00;Misc;Warner Bros. Interactive Entertainment;0.05;0;0;0
Monkey Island: Special Edition Collection;PC;2011.00;Adventure;LucasArts;0;0.14;0;0.04
Bomberman Land Touch! 2;DS;2007.00;Puzzle;Rising Star Games;0.13;0;0.01;0.01
WarJetz;PS2;2001.00;Shooter;3DO;0.02;0.02;0;0.01
XIII;PS2;2003.00;Shooter;Ubisoft;0.28;0.22;0;0.07
NHL Hitz 20-02;GC;2001.00;Sports;Midway Games;0.16;0.04;0;0.01
Assassin's Creed;PS3;2007.00;Adventure;Ubisoft;1.91;2;0.09;0.83
Madden NFL 08;PS3;2007.00;Sports;Electronic Arts;0.89;0.01;0;0.08
The Italian Job;GC;2003.00;Racing;Eidos Interactive;0.03;0.01;0;0
Hikaru no Go: Heian Gensou Ibunroku;PS;2002.00;Adventure;Konami Digital Entertainment;0;0;0.06;0
Meitantei Conan: Tantei Ryoku Trainer;DS;2007.00;Misc;Namco Bandai Games;0;0;0.06;0
Madden NFL 16;X360;2015.00;Sports;Electronic Arts;0.82;0.05;0;0.1
Kamaitachi no Yoru 2;PS2;2002.00;Adventure;ChunSoft;0;0;0.36;0
Looney Tunes: Back in Action;PS2;2003.00;Platform;Warner Bros. Interactive Entertainment;0.25;0.19;0;0.06
Super Famista 3;SNES;1994.00;Sports;Namco Bandai Games;0;0;0.39;0
Boogie;DS;2007.00;Misc;Electronic Arts;0.25;0;0;0.02
NASCAR 08;PS3;2007.00;Racing;Electronic Arts;0.15;0.05;0;0.03
The Fight: Lights Out;PS3;2010.00;Fighting;Sony Computer Entertainment;0.29;0.22;0;0.09
Emergency! Disaster Rescue Squad;DS;2009.00;Simulation;Destineer;0.03;0;0;0
NBA Live 10;X360;2009.00;Sports;Electronic Arts;0.4;0.02;0;0.03
Gobliiins 4;PC;2009.00;Adventure;Kalypso Media;0;0.01;0;0
Sesame Street: Elmo's Letter Adventure;PS;1998.00;Misc;NewKidCo;0.17;0.12;0;0.02
Tiger Woods PGA Tour 2003;XB;2002.00;Sports;Electronic Arts;0.35;0.08;0;0.01
Spyro: A Hero's Tail;XB;2004.00;Platform;Vivendi Games;0.11;0.03;0;0.01
Shining Force Feather;DS;2009.00;Strategy;Sega;0;0;0.06;0
Nodame Cantabile;DS;2007.00;Misc;Namco Bandai Games;0;0;0.1;0
ESPN Winter X-Games: Snowboarding 2002;GBA;2000.00;Sports;Konami Digital Entertainment;0.05;0.02;0;0
Boulder Dash: Rocks!;DS;2007.00;Puzzle;10TACLE Studios;0;0.03;0;0
Arcana Famiglia: Vascello Phantasma no Majutsushi;PSP;2012.00;Action;Comfort;0;0;0.02;0
Marvel vs. Capcom 3: Fate of Two Worlds;PS3;2011.00;Fighting;Capcom;0.81;0.29;0.11;0.14
Mario Pinball Land;GBA;2004.00;Misc;Nintendo;0.5;0.18;0;0.01
Hatsune Miku: Project Mirai 2;3DS;2013.00;Action;Sega;0;0;0.22;0
Hoshizora no Comic Garden;DS;2008.00;Adventure;D3Publisher;0;0;0.01;0
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!;Wii;2010.00;Misc;Namco Bandai Games;0;0;0.3;0
Castlevania II: Simon's Quest;NES;1987.00;Platform;Konami Digital Entertainment;0.45;0.06;0.42;0
Monopoly Party;XB;2002.00;Misc;Infogrames;0.14;0.04;0;0.01
Tetris Evolution;X360;2007.00;Puzzle;THQ;0.08;0.02;0;0.01
The Game of Life;PS;1998.00;Misc;Unknown;0.46;0.31;0;0.05
Book of Spells;PS3;2012.00;Action;Sony Computer Entertainment;0.13;0.4;0;0.16
Disney Princess: Enchanted Journey;Wii;2007.00;Adventure;Disney Interactive Studios;1.24;0.04;0;0.09
Ginga Tetsudou 999 DS;DS;2010.00;Adventure;Culture Brain;0;0;0.02;0
Monster High: Ghoul Spirit;Wii;2011.00;Misc;THQ;0.44;0.08;0;0.04
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable;PSP;2005.00;Misc;Sega;0;0;0.3;0
Spider-Man 2;XB;2004.00;Action;Activision;0.82;0.26;0;0.04
Spec Ops: Ranger Elite;PS;2001.00;Shooter;TalonSoft;0.49;0.33;0;0.06
Tony Hawk's American Wasteland;X360;2005.00;Sports;Activision;0.28;0.02;0;0.03
Guitar Hero: Smash Hits;PS2;2009.00;Misc;Activision;0.11;0.01;0;0.1
Sweet Honey Coming;PS2;2009.00;Adventure;Kadokawa Shoten;0;0;0.01;0
Football Manager 2005;PC;2004.00;Sports;Sega;0;0.01;0;0
Sniper Elite 3;X360;2014.00;Shooter;505 Games;0.16;0.14;0;0.03
Virtua Tennis: World Tour (US & Others sales);PSP;2005.00;Sports;Sega;0.16;0.36;0;0.14
Sega Arcade Gallery;GBA;2003.00;Misc;THQ;0.03;0.01;0;0
Scooby-Doo! First Frights;Wii;2009.00;Action;Warner Bros. Interactive Entertainment;0.88;0.05;0;0.07
Resident Evil: Revelations;X360;2013.00;Action;Capcom;0.12;0.11;0.02;0.02
Math Blaster in the Prime Adventure;DS;2009.00;Misc;Majesco Entertainment;0.09;0;0;0.01
Pinball Hall of Fame: The Williams Collection;3DS;2011.00;Misc;Crave Entertainment;0.09;0;0;0.01
NHL 2005;PS2;2004.00;Sports;Electronic Arts;0.22;0.17;0;0.06
Afro Samurai;PS3;2009.00;Action;Atari;0.12;0.05;0;0.03
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi;PS2;2007.00;Misc;D3Publisher;0;0;0.12;0
APB Reloaded;PC;2011.00;Role-Playing;Iceberg Interactive;0.02;0.01;0;0
Dark Summit;PS2;2001.00;Sports;THQ;0.11;0.08;0;0.03
Ys I & II Chronicles;PSP;2009.00;Role-Playing;Falcom Corporation;0.05;0;0.03;0.01
Tetris Axis;3DS;2011.00;Puzzle;Tetris Online;0.2;0.13;0.06;0.03
Sonic the Hedgehog;PS3;2006.00;Platform;Sega;0.41;0.07;0.04;0.66
Risen 2: Dark Waters;X360;2012.00;Role-Playing;Deep Silver;0.05;0.08;0;0.01
Alice: Madness Returns;PC;2011.00;Adventure;Electronic Arts;0;0.1;0;0.02
Tomb Raider: Legend;X360;2006.00;Action;Eidos Interactive;0.27;0.08;0.01;0.03
Nicola Kanshuu: Model * Oshare Audition 2;3DS;2011.00;Action;Alchemist;0;0;0.06;0
Ben 10: Protector of Earth;PSP;2007.00;Action;D3Publisher;0.23;0.31;0;0.18
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3;PS;1998.00;Misc;Syscom;0;0;0.15;0.01
ESPN International Winter Sports 2002;GC;2002.00;Sports;Konami Digital Entertainment;0.04;0.01;0;0
Peter Jackson's King Kong: The Official Game of the Movie;DS;2005.00;Action;Ubisoft;0.12;0;0;0.01
Garfield: A Tale of Two Kitties;DS;2006.00;Platform;Game Factory;0.03;0;0;0
Petz Wild Animals: Dolphinz;DS;2007.00;Simulation;Ubisoft;0.71;0.48;0;0.13
Pet Pals: New Leash on Life;DS;2010.00;Simulation;Destineer;0.05;0;0;0
Yuu Yuu Hakusho 2: Kakutou no Sho;SNES;1994.00;Fighting;Namco Bandai Games;0;0;0.31;0
Rayman 3: Hoodlum Havoc;PC;2003.00;Platform;Ubisoft;0;0.03;0;0.01
Battles of Prince of Persia;DS;2005.00;Strategy;Ubisoft;0.1;0.01;0;0.01
MLB 2K9 Fantasy All-Stars;DS;2009.00;Sports;Take-Two Interactive;0.08;0;0;0.01
Clever Kids: Pirates;DS;2008.00;Misc;Midas Interactive Entertainment;0;0.03;0;0
The Sims 3: Seasons;PC;2012.00;Simulation;Electronic Arts;0;0.13;0;0.03
Warriors Orochi 3;PS4;2014.00;Action;Tecmo Koei;0.04;0.05;0.04;0.02
Jikkyou Powerful Pro Yakyuu 13;PS2;2006.00;Sports;Konami Digital Entertainment;0;0;0.35;0
Crackdown;X360;2007.00;Shooter;Microsoft Game Studios;1;0.54;0.03;0.18
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces;PSP;2010.00;Shooter;Namco Bandai Games;0;0;0.12;0
Pro Evolution Soccer 2015;XOne;2014.00;Sports;Konami Digital Entertainment;0.02;0.1;0;0.01
Madden NFL 15;XOne;2014.00;Sports;Electronic Arts;1.3;0.09;0;0.12
Mario Golf;N64;1999.00;Action;Nintendo;0.62;0.18;0.65;0.02
Harukanaru Toki no Naka de Yumenoukihashi Special;PS2;2009.00;Adventure;Tecmo Koei;0;0;0.03;0
NBA Live 16;XOne;2015.00;Sports;Electronic Arts;0.08;0.01;0;0.01
Monster Strike 3DS;3DS;2015.00;Action;mixi, Inc;0;0;0.86;0
NASCAR Thunder 2002;PS;2001.00;Racing;Electronic Arts;0.23;0.16;0;0.03
MetropolisMania;PS2;2001.00;Strategy;Natsume;0.04;0.03;0;0.01
Top Spin 3;DS;2008.00;Action;D3Publisher;0.11;0.02;0;0.01
The Scorpion King: Rise of the Akkadian;GC;2002.00;Action;Universal Interactive;0.08;0.02;0;0
Jeopardy!;PS;1997.00;Misc;Hasbro Interactive;0.39;0.27;0;0.05
Yu-Gi-Oh! Zexal World Duel Carnival;3DS;2013.00;Misc;Konami Digital Entertainment;0;0.08;0.08;0.01
X-Men Legends;PS2;2004.00;Role-Playing;Activision;1;0.72;0;0.21
Girl Time;DS;2009.00;Simulation;THQ;0.11;0;0;0.01
Petz: Horsez 2;Wii;2007.00;Simulation;Ubisoft;0.39;0;0;0.03
Metal Gear Solid: Social Ops;PS2;2002.00;Action;Konami Digital Entertainment;0.03;0.02;0;0.01
Paperboy / Rampage;GBA;2005.00;Misc;Zoo Digital Publishing;0.1;0.04;0;0
Uta no Prince-Sama: Music;PSP;2011.00;Misc;Broccoli;0;0;0.1;0
Tenchu San Portable;PSP;2009.00;Action;From Software;0;0;0.01;0
Bionicle Heroes;GC;2006.00;Shooter;Eidos Interactive;0.08;0.02;0;0
Summer Challenge: Athletics Tournament;Wii;2011.00;Sports;PQube;0;0.01;0;0
WCW/nWo Revenge;N64;1998.00;Fighting;THQ;1.94;0.39;0.03;0.02
The Legend of Heroes: Trails in the Sky Second Chapter;PS3;2013.00;Role-Playing;Falcom Corporation;0;0;0.02;0
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban;PS;2000.00;Sports;Konami Digital Entertainment;0;0;0.08;0.01
Rockin' Pretty;DS;2009.00;Misc;Arc System Works;0.05;0;0;0
Pro Evolution Soccer 2016;X360;2015.00;Sports;Konami Digital Entertainment;0.04;0.08;0;0.01
Jurassic Park: Operation Genesis;PC;2003.00;Simulation;Vivendi Games;0;0.02;0;0
One Piece: Pirate Warriors 2;PS3;2013.00;Action;Namco Bandai Games;0;0.2;0.42;0.07
Fishdom 2 Deluxe;PC;2010.00;Puzzle;Rondomedia;0;0.02;0;0.01
Rock Band: Metal Track Pack;Wii;2009.00;Misc;MTV Games;0.1;0;0;0.01
Pump It Up: Exceed;PS2;2005.00;Misc;Mastiff;0.03;0.02;0;0.01
Rugby 06;XB;2006.00;Sports;Electronic Arts;0.01;0;0;0
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony;PS2;2008.00;Adventure;Marvelous Interactive;0;0;0.01;0
Soldier of Fortune II: Double Helix;XB;2003.00;Shooter;Activision;0.17;0.05;0;0.01
Syphon Filter;PS;1999.00;Shooter;Sony Computer Entertainment;2.03;0.72;0.02;0.11
NHRA Drag Racing: Countdown to the Championship;PSP;2007.00;Racing;THQ;0.03;0;0;0
Dungeon Keeper 2;PC;1999.00;Action;Electronic Arts;0;0.05;0;0.01
Ken Griffey Jr.'s Slugfest;N64;1999.00;Sports;Nintendo;0.23;0.06;0;0
Final Fantasy III;NES;1990.00;Role-Playing;SquareSoft;0;0;1.39;0.01
We Love Katamari;PS2;2005.00;Puzzle;Electronic Arts;0.26;0.2;0;0.07
Animal Planet: Emergency Vets;DS;2009.00;Simulation;Activision;0.08;0;0;0.01
Yu-Gi-Oh! GX: Tag Force 3;PSP;2008.00;Strategy;Konami Digital Entertainment;0;0.03;0.18;0.01
Mario Kart 8;WiiU;2014.00;Racing;Nintendo;3.13;2.07;1.27;0.49
Flow: Urban Dance Uprising;PS2;2005.00;Misc;Ubisoft;0.02;0.01;0;0
Suzumiya Haruhi no Tsuisou;PSP;2011.00;Adventure;Namco Bandai Games;0;0;0.04;0
World of Goo;PC;2008.00;Puzzle;2D Boy;0;0.03;0;0.01
Final Fantasy X-2;PS2;2003.00;Role-Playing;Electronic Arts;1.92;1.08;2.11;0.17
Showdown: Legends of Wrestling;PS2;2004.00;Fighting;Acclaim Entertainment;0.15;0.11;0;0.04
Mission: Impossible - Operation Surma;PS2;2003.00;Platform;Atari;0.14;0.11;0;0.04
Tearaway Unfolded;PS4;2015.00;Platform;Sony Computer Entertainment;0.09;0.12;0;0.04
Densetsu no Stafi;GBA;2002.00;Platform;Nintendo;0;0;0.46;0.01
Shadow of the Colossus;PS3;2011.00;Action;Sony Computer Entertainment;0;0;0.04;0
Victorious Boxers: Revolution;Wii;2007.00;Fighting;Ubisoft;0.07;0;0.06;0.01
J-League Pro Soccer Club o Tsukurou '04;PS2;2004.00;Sports;Sega;0;0;0.36;0
Shark Tale;GBA;2004.00;Action;Activision;0.49;0.18;0;0.01
Learn Chess;DS;2009.00;Misc;DreamCatcher Interactive;0.1;0;0;0.01
Dungeon Maker: Hunting Ground;PSP;2006.00;Role-Playing;Global A Entertainment;0.03;0;0;0
Fantasy Aquarium by DS;DS;2008.00;Simulation;Mercury Games;0.07;0;0;0.01
Dynasty Warriors: Strikeforce;X360;2009.00;Action;Tecmo Koei;0.13;0.06;0.02;0.02
The Legend of Zelda: Twilight Princess HD;WiiU;2016.00;Action;Nintendo;0.48;0.3;0.08;0.08
Obscure: The Aftermath;PSP;2009.00;Action;Playlogic Game Factory;0.05;0.03;0;0.02
Cabela's Big Game Hunter: Pro Hunts;X360;2014.00;Shooter;Activision;0.02;0;0;0
Moujuutsukai to Oujisama: Snow Bride Portable;PSP;2012.00;Adventure;Idea Factory;0;0;0.02;0
Tokyo Xtreme Racer Zero;PS2;2000.00;Racing;Crave Entertainment;0.66;0.52;0.15;0.17
Ride;X360;2015.00;Racing;Milestone S.r.l.;0;0.02;0;0
Biker Mice From Mars;PS2;2006.00;Racing;Game Factory;0.03;0.02;0;0.01
Kawaii Koinu DS 3;DS;2010.00;Simulation;MTO;0;0;0.02;0
Irozuki Tingle no Koi no Balloon Trip;DS;2009.00;Adventure;Nintendo;0;0;0.11;0
Disney Infinity;Wii;2013.00;Action;Disney Interactive Studios;1.15;0.44;0;0.14
The Chronicles of Narnia: Prince Caspian;PS3;2008.00;Action;Disney Interactive Studios;0.14;0.02;0;0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2;PS3;2015.00;Action;Namco Bandai Games;0;0;0.02;0
Zero Escape: Zero Time Dilemma;3DS;2016.00;Adventure;Aksys Games;0.04;0;0.01;0.01
One Piece: Unlimited World Red;3DS;2013.00;Action;Namco Bandai Games;0.05;0.04;0.28;0.01
Harvest Moon: Animal Parade;Wii;2008.00;Simulation;Rising Star Games;0.6;0.09;0.02;0.05
Sleeping Dogs;PS4;2014.00;Action;Square Enix;0.16;0.2;0;0.07
Yoostar2;X360;2011.00;Misc;Unknown;0.11;0.09;0;0.02
Pro Yaky? Spirits 6;PS3;2009.00;Sports;Konami Digital Entertainment;0;0;0.15;0
My Baby: First Steps;Wii;2009.00;Simulation;SouthPeak Games;0.12;0;0;0.01
Power Pocket Koushien;DS;2005.00;Sports;Konami Digital Entertainment;0;0;0.1;0
Skylanders Giants;WiiU;2012.00;Action;Activision;0.23;0.12;0;0.04
Scrabble Blast!;GBA;2005.00;Misc;Zoo Digital Publishing;0.04;0.01;0;0
Doctor Lautrec and the Forgotten Knights;3DS;2011.00;Adventure;Konami Digital Entertainment;0.07;0.05;0.03;0.01
7 Wonders of the Ancient World;PSP;2007.00;Puzzle;Mumbo Jumbo;0.07;0;0;0.01
Tropico 3: Gold Edition;PC;2010.00;Strategy;Kalypso Media;0;0.01;0;0
Rudra no Hihou;SNES;1996.00;Role-Playing;SquareSoft;0;0;0.15;0
The Seven Deadly Sins: Unjust Sin;3DS;2015.00;Adventure;Namco Bandai Games;0;0;0.08;0
4x4 EVO 2;XB;2001.00;Racing;Gathering of Developers;0.18;0.05;0;0.01
Tetris Attack;GB;1996.00;Puzzle;Nintendo;0;0;0.23;0
Enchanted Arms;PS3;2007.00;Role-Playing;Ubisoft;0.17;0.01;0;0.02
Guild Wars;PC;2005.00;Role-Playing;NCSoft;0.02;0;0;0
Tecmo Bowl: Kickoff;DS;2008.00;Sports;Tecmo Koei;0.11;0;0;0.01
Sengoku Otome: Legend Battle;PSV;2016.00;Action;Unknown;0;0;0.02;0
Wipeout 2;Wii;2011.00;Misc;Activision;0.31;0;0;0.02
Outlaw Volleyball;XB;2003.00;Sports;TDK Mediactive;0.19;0.06;0;0.01
Code Lyoko: Fall of X.A.N.A.;DS;2008.00;Adventure;Game Factory;0.07;0;0;0.01
Football Manager Handheld 2010;PSP;2009.00;Sports;Sega;0;0.26;0;0.09
Sudoku Mania;DS;2006.00;Puzzle;Zoo Digital Publishing;0.09;0;0;0.01
Chicken Blaster;DS;2009.00;Shooter;Zushi Games;0.04;0;0;0
Discovery Kids: Puppy Playtime;DS;2009.00;Simulation;505 Games;0.3;0;0;0.02
Game & Wario;WiiU;2013.00;Misc;Nintendo;0.06;0.06;0.11;0.01
Take A Break's: Puzzle Master;DS;2009.00;Puzzle;Ubisoft;0;0.15;0;0.01
Lunar: Silver Star Story Complete;SAT;1997.00;Role-Playing;Kadokawa Shoten;0;0;0.21;0
Killzone;PS2;2004.00;Shooter;Sony Computer Entertainment;0.79;0.03;0;0.13
We Sing Rock!;Wii;2011.00;Misc;Nordic Games;0;0.07;0;0.01
Imagine: Fashion Designer;3DS;2011.00;Simulation;Ubisoft;0.1;0.02;0;0.01
NHL Powerplay 98;PS;1997.00;Sports;Virgin Interactive;0.03;0.02;0;0
Cyber Sled;PS;1995.00;Action;Sony Computer Entertainment;0;0;0.13;0.01
Persona 2: Eternal Punishment;PSP;2012.00;Role-Playing;Atlus;0;0;0.05;0
Star Ocean: The Last Hope;X360;2009.00;Role-Playing;Square Enix;0.32;0.2;0.21;0.06
Hello Kitty: Happy Party Pals;GBA;2005.00;Misc;THQ;0.12;0.05;0;0
Divinity: Original Sin;XOne;2015.00;Role-Playing;Focus Home Interactive;0.04;0.02;0;0.01
Saiyuki: Journey West;PS;1999.00;Strategy;Tecmo Koei;0.03;0.02;0;0
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!;DS;2009.00;Fighting;Takara Tomy;0;0;0.06;0
Top Spin 2;DS;2006.00;Sports;Take-Two Interactive;0.05;0;0;0
The Amazing Spider-Man (DS & Mobile Versions);PSP;2009.00;Action;Eidos Interactive;0;0.01;0;0
Mario Party 2;N64;1999.00;Misc;Nintendo;1.28;0.14;1.08;0.01
Star Wars: Bounty Hunter;PS2;2002.00;Shooter;LucasArts;0.53;0.42;0;0.14
Dungeon Siege III;X360;2011.00;Role-Playing;Square Enix;0.21;0.12;0.01;0.03
Fortress;GBA;2001.00;Action;Majesco Entertainment;0.23;0.08;0;0.01
Sailor Moon;SNES;1993.00;Action;Namco Bandai Games;0;0;0.22;0
Heavenly Sword;PS3;2007.00;Action;Sony Computer Entertainment;0.57;0.73;0.06;0.3
Harry Potter and the Sorcerer's Stone;GB;2001.00;Action;Electronic Arts;0.94;0.62;0.1;0.07
Musou Orochi Z;PS3;2009.00;Action;Tecmo Koei;0;0;0.23;0
Victory Spike;PS;1996.00;Sports;Imagineer;0;0;0.01;0
